example_id,source_lang,target_lang,source_text,target_text,domain,register,source_type,source_name,source_url,license,translator,review_status,notes
fra-eng-033424,fra,eng,N'y a-t-il pas d'autre manière ?,,,,,,,CC-BY-4.0,,,
fra-eng-033425,fra,eng,Y a-t-il du ketchup ?,,,,,,,CC-BY-4.0,,,
fra-eng-033426,fra,eng,Y-a-t'il quelqu'un d'autre?,,,,,,,CC-BY-4.0,,,
fra-eng-033427,fra,eng,Est-ce une simple coïncidence?,,,,,,,CC-BY-4.0,,,
fra-eng-033428,fra,eng,Est-ce un cadeau pour moi ?,,,,,,,CC-BY-4.0,,,
fra-eng-033429,fra,eng,Est-ce que ça va marcher ?,,,,,,,CC-BY-4.0,,,
fra-eng-033430,fra,eng,Est-ce que ce siège est réservé ?,,,,,,,CC-BY-4.0,,,
fra-eng-033431,fra,eng,Est-ce là ce que vous voulez ?,,,,,,,CC-BY-4.0,,,
fra-eng-033432,fra,eng,Est-ce ton parapluie ?,,,,,,,CC-BY-4.0,,,
fra-eng-033433,fra,eng,Demain est-il un jour férié ?,,,,,,,CC-BY-4.0,,,
fra-eng-033434,fra,eng,"C'est férié, demain ?",,,,,,,CC-BY-4.0,,,
fra-eng-033435,fra,eng,Est-ce que votre bébé dort ?,,,,,,,CC-BY-4.0,,,
fra-eng-033436,fra,eng,Votre bébé dort-il ?,,,,,,,CC-BY-4.0,,,
fra-eng-033437,fra,eng,Votre fille est-elle là ?,,,,,,,CC-BY-4.0,,,
fra-eng-033438,fra,eng,Ta fille est-elle là ?,,,,,,,CC-BY-4.0,,,
fra-eng-033439,fra,eng,Ta migraine est passée ?,,,,,,,CC-BY-4.0,,,
fra-eng-033440,fra,eng,Votre montre est-elle exacte ?,,,,,,,CC-BY-4.0,,,
fra-eng-033441,fra,eng,Ta montre est-elle exacte ?,,,,,,,CC-BY-4.0,,,
fra-eng-033442,fra,eng,C'est pas ton jour de repos ?,,,,,,,CC-BY-4.0,,,
fra-eng-033443,fra,eng,La vie n'est-elle pas simplement fantastique ?,,,,,,,CC-BY-4.0,,,
fra-eng-033444,fra,eng,La vie n'est-elle pas simplement formidable ?,,,,,,,CC-BY-4.0,,,
fra-eng-033445,fra,eng,N'est-ce pas agaçant?,,,,,,,CC-BY-4.0,,,
fra-eng-033446,fra,eng,Tout dépend de Tom.,,,,,,,CC-BY-4.0,,,
fra-eng-033447,fra,eng,C'est arrivé par surprise.,,,,,,,CC-BY-4.0,,,
fra-eng-033448,fra,eng,Ça peut être frustrant.,,,,,,,CC-BY-4.0,,,
fra-eng-033449,fra,eng,Ça pourrait être dangereux.,,,,,,,CC-BY-4.0,,,
fra-eng-033450,fra,eng,Cela pourrait être dangereux.,,,,,,,CC-BY-4.0,,,
fra-eng-033451,fra,eng,Ça aurait pu être moi.,,,,,,,CC-BY-4.0,,,
fra-eng-033452,fra,eng,Il se pourrait qu'il pleuve ce soir.,,,,,,,CC-BY-4.0,,,
fra-eng-033453,fra,eng,Ça n'a pas fait mal du tout.,,,,,,,CC-BY-4.0,,,
fra-eng-033454,fra,eng,Ça n'a pas vraiment fait mal.,,,,,,,CC-BY-4.0,,,
fra-eng-033455,fra,eng,Ça n'a pas l'air juste.,,,,,,,CC-BY-4.0,,,
fra-eng-033456,fra,eng,Ça n'a pas l'air correct.,,,,,,,CC-BY-4.0,,,
fra-eng-033457,fra,eng,On dirait un rêve.,,,,,,,CC-BY-4.0,,,
fra-eng-033458,fra,eng,On se croit dans un rêve.,,,,,,,CC-BY-4.0,,,
fra-eng-033459,fra,eng,On se sent comme dans un rêve.,,,,,,,CC-BY-4.0,,,
fra-eng-033460,fra,eng,Il a gelé la nuit dernière.,,,,,,,CC-BY-4.0,,,
fra-eng-033461,fra,eng,Cela me donne la chair de poule.,,,,,,,CC-BY-4.0,,,
fra-eng-033462,fra,eng,Ça m'a foutu les jetons.,,,,,,,CC-BY-4.0,,,
fra-eng-033463,fra,eng,Ça s'est passé très vite.,,,,,,,CC-BY-4.0,,,
fra-eng-033464,fra,eng,Ça s'est produit très rapidement.,,,,,,,CC-BY-4.0,,,
fra-eng-033465,fra,eng,C'est survenu très rapidement.,,,,,,,CC-BY-4.0,,,
fra-eng-033466,fra,eng,C'est arrivé très vite.,,,,,,,CC-BY-4.0,,,
fra-eng-033467,fra,eng,Cela a été confirmé.,,,,,,,CC-BY-4.0,,,
fra-eng-033468,fra,eng,Ça a été merveilleux.,,,,,,,CC-BY-4.0,,,
fra-eng-033469,fra,eng,C'est une croisière de luxe.,,,,,,,CC-BY-4.0,,,
fra-eng-033470,fra,eng,C'est une bien triste histoire.,,,,,,,CC-BY-4.0,,,
fra-eng-033471,fra,eng,C'est une histoire très triste.,,,,,,,CC-BY-4.0,,,
fra-eng-033472,fra,eng,Ceci est en dehors de mon pouvoir.,,,,,,,CC-BY-4.0,,,
fra-eng-033473,fra,eng,C'est bon de te voir.,,,,,,,CC-BY-4.0,,,
fra-eng-033474,fra,eng,C'est bon de vous voir.,,,,,,,CC-BY-4.0,,,
fra-eng-033475,fra,eng,Il fait trop chaud pour travailler.,,,,,,,CC-BY-4.0,,,
fra-eng-033476,fra,eng,"C'est vrai, en un sens.",,,,,,,CC-BY-4.0,,,
fra-eng-033477,fra,eng,"En un sens, c'est vrai.",,,,,,,CC-BY-4.0,,,
fra-eng-033478,fra,eng,Elle est sous la chaise.,,,,,,,CC-BY-4.0,,,
fra-eng-033479,fra,eng,Ça ne compte tout simplement pas.,,,,,,,CC-BY-4.0,,,
fra-eng-033480,fra,eng,Ça a l'air très bien jusqu'à présent.,,,,,,,CC-BY-4.0,,,
fra-eng-033481,fra,eng,Ça m'a rendu très heureux.,,,,,,,CC-BY-4.0,,,
fra-eng-033482,fra,eng,Ça m'a rendue très heureuse.,,,,,,,CC-BY-4.0,,,
fra-eng-033483,fra,eng,Il se peut que ce ne soit pas un rêve.,,,,,,,CC-BY-4.0,,,
fra-eng-033484,fra,eng,Ça peut se révéler utile.,,,,,,,CC-BY-4.0,,,
fra-eng-033485,fra,eng,Il va peut-être neiger ce soir.,,,,,,,CC-BY-4.0,,,
fra-eng-033486,fra,eng,Ça m'a rappelé toi.,,,,,,,CC-BY-4.0,,,
fra-eng-033487,fra,eng,Ça m'a rappelé vous.,,,,,,,CC-BY-4.0,,,
fra-eng-033488,fra,eng,Ça m'a fait penser à toi.,,,,,,,CC-BY-4.0,,,
fra-eng-033489,fra,eng,Ça m'a fait penser à vous.,,,,,,,CC-BY-4.0,,,
fra-eng-033490,fra,eng,Ça m'a fait me souvenir de toi.,,,,,,,CC-BY-4.0,,,
fra-eng-033491,fra,eng,Ça m'a fait me souvenir de vous.,,,,,,,CC-BY-4.0,,,
fra-eng-033492,fra,eng,"Moi aussi, j'ai eu peur. D'accord ?",,,,,,,CC-BY-4.0,,,
fra-eng-033493,fra,eng,Ça semblait approprié.,,,,,,,CC-BY-4.0,,,
fra-eng-033494,fra,eng,Ça paraissait approprié.,,,,,,,CC-BY-4.0,,,
fra-eng-033495,fra,eng,Ça a l'air assez calme.,,,,,,,CC-BY-4.0,,,
fra-eng-033496,fra,eng,Il a l'air de faire bon dehors.,,,,,,,CC-BY-4.0,,,
fra-eng-033497,fra,eng,Ça à l'air bien écrit.,,,,,,,CC-BY-4.0,,,
fra-eng-033498,fra,eng,Ça sert notre objectif.,,,,,,,CC-BY-4.0,,,
fra-eng-033499,fra,eng,Ça sent comme la javel.,,,,,,,CC-BY-4.0,,,
fra-eng-033500,fra,eng,Ça a commencé comme un passe-temps.,,,,,,,CC-BY-4.0,,,
fra-eng-033501,fra,eng,Ça commença comme un passe-temps.,,,,,,,CC-BY-4.0,,,
fra-eng-033502,fra,eng,C'était samedi soir.,,,,,,,CC-BY-4.0,,,
fra-eng-033503,fra,eng,C'était un événement religieux.,,,,,,,CC-BY-4.0,,,
fra-eng-033504,fra,eng,C'était un sourire emprunté.,,,,,,,CC-BY-4.0,,,
fra-eng-033505,fra,eng,C'était un sourire forcé.,,,,,,,CC-BY-4.0,,,
fra-eng-033506,fra,eng,C'était un gros projet.,,,,,,,CC-BY-4.0,,,
fra-eng-033507,fra,eng,Ce fut un immense succès.,,,,,,,CC-BY-4.0,,,
fra-eng-033508,fra,eng,Ça a été un immense succès.,,,,,,,CC-BY-4.0,,,
fra-eng-033509,fra,eng,Ce fut un jour terrible.,,,,,,,CC-BY-4.0,,,
fra-eng-033510,fra,eng,C'était après minuit.,,,,,,,CC-BY-4.0,,,
fra-eng-033511,fra,eng,C'était un achat impulsif.,,,,,,,CC-BY-4.0,,,
fra-eng-033512,fra,eng,Il faisait froid hier.,,,,,,,CC-BY-4.0,,,
fra-eng-033513,fra,eng,Il faisait extrêmement froid.,,,,,,,CC-BY-4.0,,,
fra-eng-033514,fra,eng,Il faisait chaud la nuit dernière.,,,,,,,CC-BY-4.0,,,
fra-eng-033515,fra,eng,Ce n'était la faute de personne.,,,,,,,CC-BY-4.0,,,
fra-eng-033516,fra,eng,Ce ne fut pas concluant.,,,,,,,CC-BY-4.0,,,
fra-eng-033517,fra,eng,Ça n'a pas été concluant.,,,,,,,CC-BY-4.0,,,
fra-eng-033518,fra,eng,Ce n'était pas inattendu.,,,,,,,CC-BY-4.0,,,
fra-eng-033519,fra,eng,C'était assez évident.,,,,,,,CC-BY-4.0,,,
fra-eng-033520,fra,eng,Ce fut assez agréable.,,,,,,,CC-BY-4.0,,,
fra-eng-033521,fra,eng,Ça a été assez agréable.,,,,,,,CC-BY-4.0,,,
fra-eng-033522,fra,eng,C'était vraiment un travail difficile.,,,,,,,CC-BY-4.0,,,
fra-eng-033523,fra,eng,C'était il y a trois jours.,,,,,,,CC-BY-4.0,,,
fra-eng-033524,fra,eng,C'était l'heure du déjeuner.,,,,,,,CC-BY-4.0,,,
fra-eng-033525,fra,eng,C'était l'heure de déjeuner.,,,,,,,CC-BY-4.0,,,
fra-eng-033526,fra,eng,C'était très beau.,,,,,,,CC-BY-4.0,,,
fra-eng-033527,fra,eng,C'était fort beau.,,,,,,,CC-BY-4.0,,,
fra-eng-033528,fra,eng,Ce fut très beau.,,,,,,,CC-BY-4.0,,,
fra-eng-033529,fra,eng,Ce fut fort beau.,,,,,,,CC-BY-4.0,,,
fra-eng-033530,fra,eng,C'était très difficile.,,,,,,,CC-BY-4.0,,,
fra-eng-033531,fra,eng,Ce ne fut pas un accident.,,,,,,,CC-BY-4.0,,,
fra-eng-033532,fra,eng,Ça n'a pas été un accident.,,,,,,,CC-BY-4.0,,,
fra-eng-033533,fra,eng,Bientôt prêt.,,,,,,,CC-BY-4.0,,,
fra-eng-033534,fra,eng,Ça va bientôt s'éclaircir.,,,,,,,CC-BY-4.0,,,
fra-eng-033535,fra,eng,Ce ne sera pas si difficile.,,,,,,,CC-BY-4.0,,,
fra-eng-033536,fra,eng,Ce ne sera pas si dur.,,,,,,,CC-BY-4.0,,,
fra-eng-033537,fra,eng,Ça n'arrivera plus.,,,,,,,CC-BY-4.0,,,
fra-eng-033538,fra,eng,Ça ne se produira plus.,,,,,,,CC-BY-4.0,,,
fra-eng-033539,fra,eng,Il pleut sans arrêt.,,,,,,,CC-BY-4.0,,,
fra-eng-033540,fra,eng,Ça ne prendra pas tellement de temps.,,,,,,,CC-BY-4.0,,,
fra-eng-033541,fra,eng,Ça ne prendra pas si longtemps.,,,,,,,CC-BY-4.0,,,
fra-eng-033542,fra,eng,Il va sûrement pleuvoir.,,,,,,,CC-BY-4.0,,,
fra-eng-033543,fra,eng,Il pleuvra assurément.,,,,,,,CC-BY-4.0,,,
fra-eng-033544,fra,eng,C'est la maison de Claudine.,,,,,,,CC-BY-4.0,,,
fra-eng-033545,fra,eng,C'est Tom au téléphone.,,,,,,,CC-BY-4.0,,,
fra-eng-033546,fra,eng,C'est une erreur commune.,,,,,,,CC-BY-4.0,,,
fra-eng-033547,fra,eng,C'est une erreur classique.,,,,,,,CC-BY-4.0,,,
fra-eng-033548,fra,eng,C'est quelque chose de culturel.,,,,,,,CC-BY-4.0,,,
fra-eng-033549,fra,eng,C'est une question de temps.,,,,,,,CC-BY-4.0,,,
fra-eng-033550,fra,eng,C'est un mal nécessaire.,,,,,,,CC-BY-4.0,,,
fra-eng-033551,fra,eng,"C'est une belle journée, aujourd'hui.",,,,,,,CC-BY-4.0,,,
fra-eng-033552,fra,eng,C'est une proposition inédite.,,,,,,,CC-BY-4.0,,,
fra-eng-033553,fra,eng,Il est treize heures quarante-cinq.,,,,,,,CC-BY-4.0,,,
fra-eng-033554,fra,eng,C'est un véritable défi.,,,,,,,CC-BY-4.0,,,
fra-eng-033555,fra,eng,C'est un problème de société.,,,,,,,CC-BY-4.0,,,
fra-eng-033556,fra,eng,C'est un problème social.,,,,,,,CC-BY-4.0,,,
fra-eng-033557,fra,eng,C'est une fort triste histoire.,,,,,,,CC-BY-4.0,,,
fra-eng-033558,fra,eng,Ça fait à peu près 5 miles.,,,,,,,CC-BY-4.0,,,
fra-eng-033559,fra,eng,C'est sur le point d'exploser !,,,,,,,CC-BY-4.0,,,
fra-eng-033560,fra,eng,Tout a été écrit.,,,,,,,CC-BY-4.0,,,
fra-eng-033561,fra,eng,Tout est dans mon rapport.,,,,,,,CC-BY-4.0,,,
fra-eng-033562,fra,eng,Tout ça est dans ta tête.,,,,,,,CC-BY-4.0,,,
fra-eng-033563,fra,eng,Tout ça est dans votre tête.,,,,,,,CC-BY-4.0,,,
fra-eng-033564,fra,eng,Tout est assez simple.,,,,,,,CC-BY-4.0,,,
fra-eng-033565,fra,eng,Tout est si dépourvu de sens.,,,,,,,CC-BY-4.0,,,
fra-eng-033566,fra,eng,C'est tout ce qui compte.,,,,,,,CC-BY-4.0,,,
fra-eng-033567,fra,eng,Tout est lié au travail.,,,,,,,CC-BY-4.0,,,
fra-eng-033568,fra,eng,C'est bientôt Noël.,,,,,,,CC-BY-4.0,,,
fra-eng-033569,fra,eng,C'est déjà trop tard.,,,,,,,CC-BY-4.0,,,
fra-eng-033570,fra,eng,C'est mauvais pour les affaires.,,,,,,,CC-BY-4.0,,,
fra-eng-033571,fra,eng,C'est de belle facture.,,,,,,,CC-BY-4.0,,,
fra-eng-033572,fra,eng,Il fait froid par ici.,,,,,,,CC-BY-4.0,,,
fra-eng-033573,fra,eng,C'est plus profond que ça.,,,,,,,CC-BY-4.0,,,
fra-eng-033574,fra,eng,C'est facile à retenir.,,,,,,,CC-BY-4.0,,,
fra-eng-033575,fra,eng,C'est facile de s'en souvenir.,,,,,,,CC-BY-4.0,,,
fra-eng-033576,fra,eng,C'est extrêmement injuste.,,,,,,,CC-BY-4.0,,,
fra-eng-033577,fra,eng,C'est pour les enfants.,,,,,,,CC-BY-4.0,,,
fra-eng-033578,fra,eng,"Ça pèle, là-dedans !",,,,,,,CC-BY-4.0,,,
fra-eng-033579,fra,eng,"Ça caille, là-dedans !",,,,,,,CC-BY-4.0,,,
fra-eng-033580,fra,eng,Il gèle dehors.,,,,,,,CC-BY-4.0,,,
fra-eng-033581,fra,eng,Ça va exploser !,,,,,,,CC-BY-4.0,,,
fra-eng-033582,fra,eng,C'est à y perdre son latin.,,,,,,,CC-BY-4.0,,,
fra-eng-033583,fra,eng,C'est d'une complexité délirante.,,,,,,,CC-BY-4.0,,,
fra-eng-033584,fra,eng,Ce n'est qu'une formalité.,,,,,,,CC-BY-4.0,,,
fra-eng-033585,fra,eng,C'est juste une formalité.,,,,,,,CC-BY-4.0,,,
fra-eng-033586,fra,eng,C'est ma nourriture préférée.,,,,,,,CC-BY-4.0,,,
fra-eng-033587,fra,eng,Je suis heureuse de vous rencontrer.,,,,,,,CC-BY-4.0,,,
fra-eng-033588,fra,eng,Ce n'est pas un combat loyal.,,,,,,,CC-BY-4.0,,,
fra-eng-033589,fra,eng,Il ne s'agit pas d'une urgence.,,,,,,,CC-BY-4.0,,,
fra-eng-033590,fra,eng,Ce n'est pas pour tout le monde.,,,,,,,CC-BY-4.0,,,
fra-eng-033591,fra,eng,Ce n'est pas difficile à trouver.,,,,,,,CC-BY-4.0,,,
fra-eng-033592,fra,eng,Ça ne se présente pas bien.,,,,,,,CC-BY-4.0,,,
fra-eng-033593,fra,eng,Ce n'est pas tout à fait normal.,,,,,,,CC-BY-4.0,,,
fra-eng-033594,fra,eng,Ce n'est pas si étrange.,,,,,,,CC-BY-4.0,,,
fra-eng-033595,fra,eng,Ce n'est pas ce que nous voulons.,,,,,,,CC-BY-4.0,,,
fra-eng-033596,fra,eng,Ce n'est pas pour cela que je suis là.,,,,,,,CC-BY-4.0,,,
fra-eng-033597,fra,eng,Ce n'est pas ma raison d'être ici.,,,,,,,CC-BY-4.0,,,
fra-eng-033598,fra,eng,Ce n'est pas ton problème.,,,,,,,CC-BY-4.0,,,
fra-eng-033599,fra,eng,Ce n'est pas votre problème.,,,,,,,CC-BY-4.0,,,
fra-eng-033600,fra,eng,Ça n'a rien de personnel.,,,,,,,CC-BY-4.0,,,
fra-eng-033601,fra,eng,C'est l'une de nos règles.,,,,,,,CC-BY-4.0,,,
fra-eng-033602,fra,eng,Il est de notre devoir d'aider.,,,,,,,CC-BY-4.0,,,
fra-eng-033603,fra,eng,"C'est vraiment relaxant, ici.",,,,,,,CC-BY-4.0,,,
fra-eng-033604,fra,eng,"C'est vraiment détendu, ici.",,,,,,,CC-BY-4.0,,,
fra-eng-033605,fra,eng,"C'est vraiment frais, ici.",,,,,,,CC-BY-4.0,,,
fra-eng-033606,fra,eng,Il y fait vraiment chaud.,,,,,,,CC-BY-4.0,,,
fra-eng-033607,fra,eng,"Il fait vraiment chaud, là-bas.",,,,,,,CC-BY-4.0,,,
fra-eng-033608,fra,eng,C'est vraiment stressant.,,,,,,,CC-BY-4.0,,,
fra-eng-033609,fra,eng,C'est vraiment très bon.,,,,,,,CC-BY-4.0,,,
fra-eng-033610,fra,eng,Il est relativement tôt.,,,,,,,CC-BY-4.0,,,
fra-eng-033611,fra,eng,Ça tombe sous le sens.,,,,,,,CC-BY-4.0,,,
fra-eng-033612,fra,eng,Ça se passe d'explications.,,,,,,,CC-BY-4.0,,,
fra-eng-033613,fra,eng,"C'est tellement différent, maintenant.",,,,,,,CC-BY-4.0,,,
fra-eng-033614,fra,eng,Il se met à neiger.,,,,,,,CC-BY-4.0,,,
fra-eng-033615,fra,eng,Il commence à neiger.,,,,,,,CC-BY-4.0,,,
fra-eng-033616,fra,eng,C'est le meilleur que nous avons.,,,,,,,CC-BY-4.0,,,
fra-eng-033617,fra,eng,C'est la meilleure que nous avons.,,,,,,,CC-BY-4.0,,,
fra-eng-033618,fra,eng,C'est la taille idéale.,,,,,,,CC-BY-4.0,,,
fra-eng-033619,fra,eng,Il est temps de faire une pause.,,,,,,,CC-BY-4.0,,,
fra-eng-033620,fra,eng,C'est à toi et moi de voir.,,,,,,,CC-BY-4.0,,,
fra-eng-033621,fra,eng,Cela dépend de toi et moi.,,,,,,,CC-BY-4.0,,,
fra-eng-033622,fra,eng,C'est comme nous voulons toi et moi.,,,,,,,CC-BY-4.0,,,
fra-eng-033623,fra,eng,C'est très facile à employer.,,,,,,,CC-BY-4.0,,,
fra-eng-033624,fra,eng,C'est très facile à utiliser.,,,,,,,CC-BY-4.0,,,
fra-eng-033625,fra,eng,C'est très facile d'emploi.,,,,,,,CC-BY-4.0,,,
fra-eng-033626,fra,eng,C'est très intéressant.,,,,,,,CC-BY-4.0,,,
fra-eng-033627,fra,eng,C'est fort intéressant.,,,,,,,CC-BY-4.0,,,
fra-eng-033628,fra,eng,C'est très gentil de ta part.,,,,,,,CC-BY-4.0,,,
fra-eng-033629,fra,eng,C'est très gentil de votre part.,,,,,,,CC-BY-4.0,,,
fra-eng-033630,fra,eng,C'est fort gentil de votre part.,,,,,,,CC-BY-4.0,,,
fra-eng-033631,fra,eng,C'est ce à quoi nous nous attendions.,,,,,,,CC-BY-4.0,,,
fra-eng-033632,fra,eng,C'est ce que tu mérites.,,,,,,,CC-BY-4.0,,,
fra-eng-033633,fra,eng,C'est ce que vous méritez.,,,,,,,CC-BY-4.0,,,
fra-eng-033634,fra,eng,C'est votre unique occasion.,,,,,,,CC-BY-4.0,,,
fra-eng-033635,fra,eng,C'est ton unique occasion.,,,,,,,CC-BY-4.0,,,
fra-eng-033636,fra,eng,C'est ta seule chance.,,,,,,,CC-BY-4.0,,,
fra-eng-033637,fra,eng,Jupiter est très grand.,,,,,,,CC-BY-4.0,,,
fra-eng-033638,fra,eng,Attendez un moment s'il vous plait.,,,,,,,CC-BY-4.0,,,
fra-eng-033639,fra,eng,Retournez juste au travail !,,,,,,,CC-BY-4.0,,,
fra-eng-033640,fra,eng,Retourne juste au travail !,,,,,,,CC-BY-4.0,,,
fra-eng-033641,fra,eng,Donne-moi juste une chance.,,,,,,,CC-BY-4.0,,,
fra-eng-033642,fra,eng,Tourne juste cette poignée !,,,,,,,CC-BY-4.0,,,
fra-eng-033643,fra,eng,Tournez juste cette poignée !,,,,,,,CC-BY-4.0,,,
fra-eng-033644,fra,eng,"Utilise simplement le mien, pour le moment !",,,,,,,CC-BY-4.0,,,
fra-eng-033645,fra,eng,"Utilisez simplement le mien, pour le moment !",,,,,,,CC-BY-4.0,,,
fra-eng-033646,fra,eng,Restez en contact avec moi.,,,,,,,CC-BY-4.0,,,
fra-eng-033647,fra,eng,"Tiens le coup, Tom.",,,,,,,CC-BY-4.0,,,
fra-eng-033648,fra,eng,"Ne craque pas, Tom.",,,,,,,CC-BY-4.0,,,
fra-eng-033649,fra,eng,"Garde ton calme, Tom.",,,,,,,CC-BY-4.0,,,
fra-eng-033650,fra,eng,Garde dimanche prochain de libre.,,,,,,,CC-BY-4.0,,,
fra-eng-033651,fra,eng,Continuez le bon boulot.,,,,,,,CC-BY-4.0,,,
fra-eng-033652,fra,eng,Continue le bon boulot.,,,,,,,CC-BY-4.0,,,
fra-eng-033653,fra,eng,Ouvre grands les yeux !,,,,,,,CC-BY-4.0,,,
fra-eng-033654,fra,eng,Garde les mains propres.,,,,,,,CC-BY-4.0,,,
fra-eng-033655,fra,eng,Gardez les mains propres.,,,,,,,CC-BY-4.0,,,
fra-eng-033656,fra,eng,Ne bouge pas les mains.,,,,,,,CC-BY-4.0,,,
fra-eng-033657,fra,eng,Les enfants font des choses stupides.,,,,,,,CC-BY-4.0,,,
fra-eng-033658,fra,eng,Les enfants font des trucs stupides.,,,,,,,CC-BY-4.0,,,
fra-eng-033659,fra,eng,"La nuit dernière, j'ai vomi.",,,,,,,CC-BY-4.0,,,
fra-eng-033660,fra,eng,Les avocats sont tous des menteurs.,,,,,,,CC-BY-4.0,,,
fra-eng-033661,fra,eng,Allonge-toi sur le canapé !,,,,,,,CC-BY-4.0,,,
fra-eng-033662,fra,eng,Allongez-vous sur le canapé !,,,,,,,CC-BY-4.0,,,
fra-eng-033663,fra,eng,Laisse mon appareil photo tranquille.,,,,,,,CC-BY-4.0,,,
fra-eng-033664,fra,eng,Laissez ma famille tranquille !,,,,,,,CC-BY-4.0,,,
fra-eng-033665,fra,eng,Laisse ma famille tranquille !,,,,,,,CC-BY-4.0,,,
fra-eng-033666,fra,eng,Laisse mes affaires tranquilles.,,,,,,,CC-BY-4.0,,,
fra-eng-033667,fra,eng,Faites entrer un peu d'air frais.,,,,,,,CC-BY-4.0,,,
fra-eng-033668,fra,eng,Laissez-moi appeler mon avocat !,,,,,,,CC-BY-4.0,,,
fra-eng-033669,fra,eng,Laisse-moi appeler mon avocat !,,,,,,,CC-BY-4.0,,,
fra-eng-033670,fra,eng,Laissez-moi faire la cuisine.,,,,,,,CC-BY-4.0,,,
fra-eng-033671,fra,eng,Laisse-moi palabrer.,,,,,,,CC-BY-4.0,,,
fra-eng-033672,fra,eng,Laisse-moi te serrer dans mes bras.,,,,,,,CC-BY-4.0,,,
fra-eng-033673,fra,eng,Laissez-moi vous serrer dans mes bras.,,,,,,,CC-BY-4.0,,,
fra-eng-033674,fra,eng,Laisse-moi prendre ton manteau.,,,,,,,CC-BY-4.0,,,
fra-eng-033675,fra,eng,Laissez-moi prendre votre manteau.,,,,,,,CC-BY-4.0,,,
fra-eng-033676,fra,eng,Laissez-moi réfléchir une minute !,,,,,,,CC-BY-4.0,,,
fra-eng-033677,fra,eng,Laisse-moi réfléchir une minute !,,,,,,,CC-BY-4.0,,,
fra-eng-033678,fra,eng,Laisse-moi y réfléchir.,,,,,,,CC-BY-4.0,,,
fra-eng-033679,fra,eng,Il ne faut pas réveiller le chien qui dort.,,,,,,,CC-BY-4.0,,,
fra-eng-033680,fra,eng,Laisse entrer un peu d'air frais.,,,,,,,CC-BY-4.0,,,
fra-eng-033681,fra,eng,Laissons les enfants jouer.,,,,,,,CC-BY-4.0,,,
fra-eng-033682,fra,eng,Laisse les cochons manger ça.,,,,,,,CC-BY-4.0,,,
fra-eng-033683,fra,eng,Laissez les cochons manger ça.,,,,,,,CC-BY-4.0,,,
fra-eng-033684,fra,eng,Laissez-les faire leur travail !,,,,,,,CC-BY-4.0,,,
fra-eng-033685,fra,eng,Laissez-les faire leur boulot !,,,,,,,CC-BY-4.0,,,
fra-eng-033686,fra,eng,Demandons au professeur.,,,,,,,CC-BY-4.0,,,
fra-eng-033687,fra,eng,Demandons à l'institutrice.,,,,,,,CC-BY-4.0,,,
fra-eng-033688,fra,eng,Demandons à l'instituteur.,,,,,,,CC-BY-4.0,,,
fra-eng-033689,fra,eng,Construisons quelque chose !,,,,,,,CC-BY-4.0,,,
fra-eng-033690,fra,eng,"Dansons, voulez-vous ?",,,,,,,CC-BY-4.0,,,
fra-eng-033691,fra,eng,"Dansons, veux-tu ?",,,,,,,CC-BY-4.0,,,
fra-eng-033692,fra,eng,Buvons de la bière.,,,,,,,CC-BY-4.0,,,
fra-eng-033693,fra,eng,"Ce soir, mangeons dehors.",,,,,,,CC-BY-4.0,,,
fra-eng-033694,fra,eng,Finissons ce débat.,,,,,,,CC-BY-4.0,,,
fra-eng-033695,fra,eng,Mettons un terme à ce débat.,,,,,,,CC-BY-4.0,,,
fra-eng-033696,fra,eng,Terminons ce débat.,,,,,,,CC-BY-4.0,,,
fra-eng-033697,fra,eng,Évadons-nous ensemble !,,,,,,,CC-BY-4.0,,,
fra-eng-033698,fra,eng,Trouvons les autres.,,,,,,,CC-BY-4.0,,,
fra-eng-033699,fra,eng,Descendons du bus.,,,,,,,CC-BY-4.0,,,
fra-eng-033700,fra,eng,Débarrassons-nous de ceci.,,,,,,,CC-BY-4.0,,,
fra-eng-033701,fra,eng,Allons dans mon bureau.,,,,,,,CC-BY-4.0,,,
fra-eng-033702,fra,eng,Allons à la plage.,,,,,,,CC-BY-4.0,,,
fra-eng-033703,fra,eng,Allons dans ta chambre.,,,,,,,CC-BY-4.0,,,
fra-eng-033704,fra,eng,Déjeunons ici.,,,,,,,CC-BY-4.0,,,
fra-eng-033705,fra,eng,Aidons-nous les uns les autres !,,,,,,,CC-BY-4.0,,,
fra-eng-033706,fra,eng,Allons prendre une douche.,,,,,,,CC-BY-4.0,,,
fra-eng-033707,fra,eng,Allons nous doucher.,,,,,,,CC-BY-4.0,,,
fra-eng-033708,fra,eng,Espérons que ceci marche.,,,,,,,CC-BY-4.0,,,
fra-eng-033709,fra,eng,Laissons-la tranquille.,,,,,,,CC-BY-4.0,,,
fra-eng-033710,fra,eng,Revoyons-nous bientôt.,,,,,,,CC-BY-4.0,,,
fra-eng-033711,fra,eng,Voyons-nous mardi.,,,,,,,CC-BY-4.0,,,
fra-eng-033712,fra,eng,Ne perdons jamais espoir.,,,,,,,CC-BY-4.0,,,
fra-eng-033713,fra,eng,Ne faisons pas le travail.,,,,,,,CC-BY-4.0,,,
fra-eng-033714,fra,eng,N'effectuons pas le travail.,,,,,,,CC-BY-4.0,,,
